Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
352.6637,-0.05175781,0.1240234,0.9589844,0.15625,2.5625,6.21875,0,0,0,0,0,0,105.8799,105.8799
352.6975,-0.05175781,0.1240234,0.9589844,0.15625,2.5625,6.21875,0,0,0,0,0,0,105.8849,105.8849
352.7308,0.01171875,0.03808594,0.8955078,0.46875,6.625,8.78125,0,0,0,0,0,0,105.8849,105.8849
352.7644,0.01171875,0.03808594,0.8955078,0.46875,6.625,8.78125,0,0,0,0,0,0,105.7744,105.7744
352.7979,-0.2207031,0.1318359,1.075195,-3.8125,8.71875,6.875,0,0,0,0,0,0,105.7744,105.7744
352.8319,-0.2207031,0.1318359,1.075195,-3.8125,8.71875,6.875,0,0,0,0,0,0,104.7524,104.7524
352.865,-0.1728516,0.01367188,0.9580078,0.03125,10.1875,7.125,0,0,0,0,0,0,104.7524,104.7524
352.8991,-0.1728516,0.01367188,0.9580078,0.03125,10.1875,7.125,0,0,0,0,0,0,104.7524,104.7524
352.9321,-0.1728516,0.01367188,0.9580078,0.03125,10.1875,7.125,0,0,0,0,0,0,102.9828,102.9828
352.9656,-0.3115234,0.08984375,0.9697266,5,0.90625,3.9375,0,0,0,0,0,0,102.9828,102.9828
352.9988,-0.1220703,0.2880859,1.125977,2.4375,-5.6875,2.5625,0,0,0,0,0,0,103.0211,103.0211
353.0322,-0.1220703,0.2880859,1.125977,2.4375,-5.6875,2.5625,0,0,0,0,0,0,103.0211,103.0211
353.0656,0.05371094,-0.0703125,0.8808594,9.375,-8.25,10.125,0,0,0,0,0,0,101.4763,101.4763
353.0993,0.05371094,-0.0703125,0.8808594,9.375,-8.25,10.125,0,0,0,0,0,0,101.4763,101.4763
353.133,0.05371094,-0.0703125,0.8808594,9.375,-8.25,10.125,0,0,0,0,0,0,101.721,101.721
353.1665,-0.3007813,0.1962891,1.118164,-4.84375,1.4375,28.3125,0,0,0,0,0,0,101.721,101.721
353.1992,0.07226563,0.1914063,0.9970703,21.53125,9.9375,0.15625,0,0,0,0,0,0,99.75334,99.75334
353.2333,0.07226563,0.1914063,0.9970703,21.53125,9.9375,0.15625,0,0,0,0,0,0,90.58167,90.58168
353.2662,-0.2441406,-0.05273438,0.9638672,6.9375,14.75,8.34375,0,0,0,0,0,0,90.58167,90.58168
353.3052,-0.2441406,-0.05273438,0.9638672,6.9375,14.75,8.34375,0,0,0,0,0,0,90.58167,90.58168
353.3331,-0.2441406,-0.05273438,0.9638672,6.9375,14.75,8.34375,0,0,0,0,0,0,90.84541,90.84541
353.3669,-0.1201172,-0.1445313,1.415039,-3.0625,20.4375,-4.90625,0,0,0,0,0,0,90.84541,90.84541
353.4005,-0.1201172,-0.1445313,1.415039,-3.0625,20.4375,-4.90625,0,0,0,0,0,0,74.97097,74.97099
353.4339,-0.2714844,-0.2001953,1.25293,29.34375,25.4375,-2.625,0,0,0,0,0,0,74.97097,74.97099
353.468,-0.2714844,-0.2001953,1.25293,29.34375,25.4375,-2.625,0,0,0,0,0,0,74.97097,74.97099
353.5013,-0.2275391,0.1523438,1.052734,75.3125,-33.53125,35.4375,0,0,0,0,0,0,56.84025,56.84023
353.5345,-0.2275391,0.1523438,1.052734,75.3125,-33.53125,35.4375,0,0,0,0,0,0,67.70204,67.70206
353.5675,-0.1328125,0.3378906,0.8691406,89.09375,-59.21875,-7.65625,0,0,0,0,0,0,67.70204,67.70204
353.6015,-0.1328125,0.3378906,0.8691406,89.09375,-59.21875,-7.65625,0,0,0,0,0,0,67.70204,67.70204
353.6373,-0.1933594,0.4785156,0.7939453,101.0625,-50.375,-19.4375,0,0,0,0,0,0,59.56441,59.56441
353.6683,-0.1933594,0.4785156,0.7939453,101.0625,-50.375,-19.4375,0,0,0,0,0,0,59.56441,59.56438
353.7016,-0.1933594,0.4785156,0.7939453,101.0625,-50.375,-19.4375,0,0,0,0,0,0,59.82136,59.82136
353.7357,-0.03320313,0.7402344,0.7490234,106.375,-33.875,-29.5,0,0,0,0,0,0,59.82136,59.82136
353.7686,-0.1621094,0.6914063,0.4404297,82.75,15.96875,-18.8125,0,0,0,0,0,0,59.82136,59.82136
353.8023,-0.1621094,0.6914063,0.4404297,82.75,15.96875,-18.8125,0,0,0,0,0,0,77.72072,77.72072
353.8361,-0.1621094,0.6914063,0.4404297,82.75,15.96875,-18.8125,0,0,0,0,0,0,92.63007,92.63007
353.869,0.05761719,0.8144531,0.4541016,76.40625,2.71875,-27.0625,0,0,0,0,0,0,92.63007,92.63007
353.9026,0.05761719,0.8144531,0.4541016,76.40625,2.71875,-27.0625,0,0,0,0,0,0,96.69633,96.69633
353.9363,0.08398438,0.7568359,0.7509766,82.1875,18.90625,-5.625,0,0,0,0,0,0,96.69633,96.69633
353.9694,0.08398438,0.7568359,0.7509766,82.1875,18.90625,-5.625,0,0,0,0,0,0,96.69633,96.69633
354.0033,0.1210938,0.9599609,0.5302734,58.40625,10.71875,-8,0,0,0,0,0,0,102.9988,102.9988
354.0364,0.1210938,0.9599609,0.5302734,58.40625,10.71875,-8,0,0,0,0,0,0,102.9988,102.9988
354.0697,0.04394531,0.9052734,0.2822266,63.03125,-8.1875,-1.84375,0,0,0,0,0,0,109.2378,109.2378
354.1029,0.04394531,0.9052734,0.2822266,63.03125,-8.1875,-1.84375,0,0,0,0,0,0,109.2378,109.2378
354.1368,-0.2578125,0.828125,0.09960938,68.09375,-22.0625,14.3125,0,0,0,0,0,0,120.4176,120.4176
354.1703,-0.2578125,0.828125,0.09960938,68.09375,-22.0625,14.3125,0,0,0,0,0,0,120.4176,120.4176
354.204,-0.2578125,0.828125,0.09960938,68.09375,-22.0625,14.3125,0,0,0,0,0,0,130.1471,130.1471
354.2387,-0.1064453,0.9941406,0.1640625,52,-9.78125,6.8125,0,0,0,0,0,0,130.1471,130.1471
354.2706,-0.1064453,0.9941406,0.1640625,52,-9.78125,6.8125,0,0,0,0,0,0,140.3947,140.3947
354.3042,-0.03320313,0.8261719,-0.0009765625,46.90625,-19.90625,0.15625,0,0,0,0,0,0,140.3947,140.3947
354.3374,-0.03320313,0.8261719,-0.0009765625,46.90625,-19.90625,0.15625,0,0,0,0,0,0,140.3947,140.3947
354.3713,-0.01269531,0.9267578,-0.2714844,41.4375,-27.3125,-4.84375,0,0,0,0,0,0,149.6209,149.6209
354.4048,0.02636719,0.8632813,-0.01171875,33,-5.15625,5.21875,0,0,0,0,0,0,156.8044,156.8044
354.4386,0.02636719,0.8632813,-0.01171875,33,-5.15625,5.21875,0,0,0,0,0,0,156.8044,156.8044
354.4713,0.02636719,0.8632813,-0.01171875,33,-5.15625,5.21875,0,0,0,0,0,0,156.8044,156.8044
354.5048,-0.15625,0.9042969,0.02148438,18.53125,-6.3125,1.21875,0,0,0,0,0,0,163.5596,163.5596
354.5379,-0.15625,0.9042969,0.02148438,18.53125,-6.3125,1.21875,0,0,0,0,0,0,163.5596,163.5596
354.572,-0.08105469,0.8925781,-0.06152344,22.375,-13.75,7.375,0,0,0,0,0,0,168.4159,168.4159
354.6056,-0.08105469,0.8925781,-0.06152344,22.375,-13.75,7.375,0,0,0,0,0,0,168.4159,168.4159
354.6388,0.1083984,0.8818359,-0.1298828,11.28125,-7.59375,5.71875,0,0,0,0,0,0,170.8298,170.8298
354.6723,0.1083984,0.8818359,-0.1298828,11.28125,-7.59375,5.71875,0,0,0,0,0,0,170.8298,170.8298
354.7054,-0.004882813,0.9423828,-0.1992188,11.9375,-14.25,1.03125,0,0,0,0,0,0,175.0715,175.0715
354.7391,-0.004882813,0.9423828,-0.1992188,11.9375,-14.25,1.03125,0,0,0,0,0,0,175.0715,175.0715
354.7725,-0.004882813,0.9423828,-0.1992188,11.9375,-14.25,1.03125,0,0,0,0,0,0,177.5607,177.5607
354.806,-0.01464844,0.9375,-0.1357422,-0.875,-5.03125,-2.53125,0,0,0,0,0,0,177.5607,177.5607
354.8395,-0.01464844,0.9375,-0.1357422,-0.875,-5.03125,-2.53125,0,0,0,0,0,0,177.5607,177.5607
354.8732,-0.05664063,0.9775391,-0.2109375,2.3125,-7.34375,-0.3125,0,0,0,0,0,0,179.7794,179.7794
354.9077,-0.05664063,0.9775391,-0.2109375,2.3125,-7.34375,-0.3125,0,0,0,0,0,0,179.7794,179.7794
354.94,0.06152344,0.9501953,-0.07519531,-1.84375,1.75,-0.6875,0,0,0,0,0,0,181.638,181.638
354.9735,0.06152344,0.9501953,-0.07519531,-1.84375,1.75,-0.6875,0,0,0,0,0,0,183.6302,183.6302
355.007,0.2011719,0.9482422,-0.2333984,-1.84375,-3.3125,-1.84375,0,0,0,0,0,0,183.6302,183.6302
355.0405,0.2011719,0.9482422,-0.2333984,-1.84375,-3.3125,-1.84375,0,0,0,0,0,0,183.744,183.744
355.0742,-0.03515625,0.7929688,-0.2197266,-0.75,-2.59375,0.40625,0,0,0,0,0,0,183.744,183.744
355.078,-0.03515625,0.7929688,-0.2197266,-0.75,-2.59375,0.40625,0,0,0,0,0,0,183.744,183.744
355.1115,-0.03515625,0.7929688,-0.2197266,-0.75,-2.59375,0.40625,0,0,0,0,0,0,186.8368,186.8368
355.1428,-0.03515625,0.7929688,-0.2197266,-0.75,-2.59375,0.40625,0,0,0,0,0,0,186.8368,186.8368
355.1776,-0.01171875,0.9882813,-0.2060547,-2.28125,0.59375,-0.9375,0,0,0,0,0,0,186.8368,186.8368
355.2108,-0.01171875,0.9882813,-0.2060547,-2.28125,0.59375,-0.9375,0,0,0,0,0,0,187.5733,187.5733
355.2454,-0.08398438,1.018555,-0.09179688,-3.0625,0.46875,-0.625,0,0,0,0,0,0,187.1656,187.1656
355.2787,-0.08398438,1.018555,-0.09179688,-3.0625,0.46875,-0.625,0,0,0,0,0,0,187.1656,187.1656
355.3104,-0.1005859,0.9257813,-0.0234375,-2.15625,-4.53125,-1.3125,0,0,0,0,0,0,187.1656,187.1656
355.3441,-0.1005859,0.9257813,-0.0234375,-2.15625,-4.53125,-1.3125,0,0,0,0,0,0,187.2908,187.2908
355.3784,0.05664063,0.9169922,-0.1591797,1.375,-7.40625,0.15625,0,0,0,0,0,0,187.2908,187.2908
355.4111,0.05664063,0.9169922,-0.1591797,1.375,-7.40625,0.15625,0,0,0,0,0,0,187.9253,187.9253
355.4446,0.05664063,0.9169922,-0.1591797,1.375,-7.40625,0.15625,0,0,0,0,0,0,187.9253,187.9253
355.4796,-0.01269531,0.9570313,-0.078125,0.96875,-3.875,1.09375,0,0,0,0,0,0,188.5173,188.5173
355.513,0.01269531,0.9296875,-0.2226563,-0.0625,-5.75,0.03125,0,0,0,0,0,0,188.5173,188.5173
355.5462,0.01269531,0.9296875,-0.2226563,-0.0625,-5.75,0.03125,0,0,0,0,0,0,189.068,189.068
355.5773,0.01269531,0.9296875,-0.2226563,-0.0625,-5.75,0.03125,0,0,0,0,0,0,189.068,189.068
355.6124,-0.2148438,1.023438,-0.01953125,1.3125,-8.9375,0.03125,0,0,0,0,0,0,189.068,189.068
355.645,-0.2148438,1.023438,-0.01953125,1.3125,-8.9375,0.03125,0,0,0,0,0,0,189.2674,189.2674
